Iteration, Fitness nach Rekombination, Fitness nach Mutation, Anzahl aktiver Knoten, Anteil aktiver Knoten
1, 0.6823564, 0.6114433, 15.805555555555555, 0.0137201
2, 0.10474119, 0.5694286, 15.555555555555555, 0.013503087
3, 0.29045388, 0.09215386, 17.569444444444443, 0.015251256
4, 0.09215386, 0.09215386, 15.458333333333334, 0.013418692
5, 0.09215386, 0.09215386, 15.76388888888889, 0.013683933
6, 0.09215386, 0.09215386, 18.319444444444443, 0.015902296
7, 0.09215386, 0.0918734, 16.666666666666668, 0.014467593
8, 0.0918734, 0.070977345, 10.583333333333334, 0.009186921
9, 0.070977345, 0.070977345, 11.819444444444445, 0.010259936
10, 0.070977345, 0.070977345, 11.680555555555555, 0.010139372
11, 0.070977345, 0.06835346, 12.958333333333334, 0.011248554
12, 0.06835346, 0.05697688, 13.194444444444445, 0.011453511
13, 0.05428837, 0.05697688, 13.416666666666666, 0.011646412
14, 0.05697688, 0.05697688, 14.222222222222221, 0.012345679
15, 0.05697688, 0.04986398, 12.73611111111111, 0.011055652
16, 0.04986398, 0.04986398, 13.875, 0.01204427
17, 0.04986398, 0.04986398, 14.61111111111111, 0.0126832565
18, 0.047813904, 0.04176976, 13.541666666666666, 0.011754919
19, 0.04176976, 0.04176976, 13.458333333333334, 0.011682581
20, 0.04176976, 0.04176976, 12.61111111111111, 0.010947145
21, 0.04176976, 0.04176976, 13.458333333333334, 0.011682581
22, 0.04176976, 0.04176976, 13.402777777777779, 0.0116343545
23, 0.04176976, 0.04176976, 12.375, 0.010742187
24, 0.04176976, 0.04176976, 10.63888888888889, 0.009235146
25, 0.04176976, 0.04176976, 12.01388888888889, 0.010428723
26, 0.04176976, 0.04176976, 12.916666666666666, 0.011212383
27, 0.04176976, 0.04176976, 10.472222222222221, 0.009090471
28, 0.04176976, 0.04176976, 11.944444444444445, 0.01036844
29, 0.04176976, 0.04176976, 11.88888888888889, 0.010320216
30, 0.04176976, 0.04176976, 11.375, 0.009874131
31, 0.04176976, 0.04176976, 10.819444444444445, 0.009391879
32, 0.04176976, 0.040558554, 11.25, 0.009765625
33, 0.040558554, 0.040558554, 11.51388888888889, 0.009994694
34, 0.040558554, 0.038755912, 12.694444444444445, 0.011019482
35, 0.038755912, 0.038755912, 14.36111111111111, 0.012466243
36, 0.038755912, 0.03486805, 14.375, 0.0124782985
37, 0.03486805, 0.03486805, 15.11111111111111, 0.013117284
38, 0.03486805, 0.03486805, 15.5, 0.01345486
39, 0.03486805, 0.034131456, 15.277777777777779, 0.013261958
40, 0.034131456, 0.034131456, 15.152777777777779, 0.0131534515
41, 0.034131456, 0.034131456, 15.930555555555555, 0.013828606
42, 0.034131456, 0.034131456, 15.527777777777779, 0.013478972
43, 0.034131456, 0.034131456, 15.152777777777779, 0.013153452
44, 0.034131456, 0.034131456, 15.11111111111111, 0.013117284
45, 0.034131456, 0.034131456, 14.916666666666666, 0.012948494
46, 0.034131456, 0.034131456, 14.902777777777779, 0.012936439
47, 0.034131456, 0.034131456, 15.569444444444445, 0.013515142
48, 0.034131456, 0.034131456, 15.069444444444445, 0.013081115
49, 0.034131456, 0.034131456, 16.40277777777778, 0.014238523
50, 0.034131456, 0.034131456, 14.930555555555555, 0.01296055
51, 0.034131456, 0.034131456, 15.61111111111111, 0.01355131
52, 0.034131456, 0.034131456, 16.13888888888889, 0.014009451
53, 0.034131456, 0.03410925, 15.416666666666666, 0.013382522
54, 0.03410925, 0.03410925, 16.11111111111111, 0.01398534
55, 0.03410925, 0.03410925, 15.416666666666666, 0.013382521
56, 0.03410925, 0.03410925, 15.277777777777779, 0.013261959
57, 0.03410925, 0.03410925, 15.430555555555555, 0.013394577
58, 0.03410925, 0.03410925, 15.38888888888889, 0.013358409
59, 0.03410925, 0.03410925, 15.25, 0.013237845
60, 0.03410925, 0.03410925, 15.527777777777779, 0.013478973
61, 0.03410925, 0.03410925, 15.73611111111111, 0.013659817
62, 0.03410925, 0.03410925, 15.402777777777779, 0.0133704655
63, 0.03410925, 0.03410925, 15.23611111111111, 0.01322579
64, 0.03410925, 0.03410925, 15.625, 0.013563368
65, 0.03410925, 0.03410925, 14.833333333333334, 0.012876157
66, 0.03410925, 0.03410925, 14.916666666666666, 0.012948494
67, 0.03410925, 0.03410925, 16.875, 0.014648436
68, 0.03410925, 0.03410925, 15.597222222222221, 0.013539256
69, 0.03410925, 0.03410925, 16.291666666666668, 0.014142071
70, 0.03410925, 0.03410925, 15.680555555555555, 0.013611592
71, 0.03410925, 0.03410925, 15.98611111111111, 0.013876831
72, 0.03410925, 0.03410925, 15.13888888888889, 0.013141396
73, 0.03410925, 0.03410925, 15.277777777777779, 0.01326196
74, 0.03410925, 0.03410925, 14.930555555555555, 0.01296055
75, 0.03410925, 0.034105245, 15.277777777777779, 0.01326196
76, 0.034105245, 0.034105245, 15.097222222222221, 0.013105227
77, 0.034105245, 0.034105245, 15.194444444444445, 0.013189619
78, 0.034105245, 0.034105245, 15.916666666666666, 0.013816549
79, 0.034105245, 0.034042694, 16.069444444444443, 0.013949169
80, 0.034042694, 0.034042694, 17.02777777777778, 0.014781056
81, 0.034042694, 0.034042694, 15.958333333333334, 0.013852718
82, 0.034042694, 0.034042694, 17.083333333333332, 0.014829282
83, 0.034042694, 0.034042694, 17.916666666666668, 0.015552661
84, 0.034042694, 0.034042694, 17.90277777777778, 0.015540604
85, 0.034042694, 0.034042694, 16.97222222222222, 0.014732831
86, 0.034042694, 0.034042694, 17.166666666666668, 0.0149016185
87, 0.034042694, 0.034042694, 17.36111111111111, 0.015070409
88, 0.034042694, 0.034042694, 18.041666666666668, 0.015661165
