61291; 0,010319714; 0,010319714; 26,56896551724138; 0,052926224
Iteration; Fitness nach Rekombination; Fitness nach Mutation; Anzahl aktiver Knoten; Anteil aktiver Knoten
61292; 0,010319714; 0,010319714; 25,82758620689655; 0,051449373
61293; 0,010319714; 0,010319714; 26,051724137931036; 0,051895857
61294; 0,010319714; 0,010319714; 26,379310344827587; 0,052548423
61295; 0,010319714; 0,010319714; 26,46551724137931; 0,05272015
61296; 0,010319714; 0,010319714; 26,689655172413794; 0,053166643
61297; 0,010319714; 0,010319714; 26,396551724137932; 0,052582774
61298; 0,010319714; 0,010319714; 25,396551724137932; 0,05059073
61299; 0,010319714; 0,010319714; 25,46551724137931; 0,05072812
61300; 0,010319714; 0,010319714; 26,051724137931036; 0,051895868
61301; 0,010319714; 0,010319714; 26,67241379310345; 0,053132292
61302; 0,010319714; 0,010319714; 26,362068965517242; 0,05251408
61303; 0,010319714; 0,010319714; 27,155172413793103; 0,054093968
61304; 0,010319714; 0,010319714; 26,155172413793103; 0,05210194
61305; 0,010319714; 0,010319714; 26,137931034482758; 0,05206759
61306; 0,010319714; 0,010319714; 26,155172413793103; 0,052101936
1; 0,061467774; 0,061467774; 16,79310344827586; 0,0334524
61307; 0,010319714; 0,010319714; 26,32758620689655; 0,052445386
2; 0,061467774; 0,061467774; 17,982758620689655; 0,035822228
3; 0,061467774; 0,061467774; 13,862068965517242; 0,027613683
61308; 0,010319714; 0,010319714; 25,551724137931036; 0,05089985
4; 0,061467774; 0,061467774; 14,5; 0,02888446
61309; 0,010319714; 0,010319714; 26,53448275862069; 0,052857533
5; 0,061467774; 0,061467774; 14,517241379310345; 0,02891881
6; 0,061467774; 0,061467774; 14,741379310344827; 0,029365303
61310; 0,010319714; 0,010319714; 25,5; 0,050796818
7; 0,061467774; 0,061467774; 14,224137931034482; 0,028334938
8; 0,061467774; 0,061467774; 13,862068965517242; 0,02761368
61311; 0,010319714; 0,010319714; 26,74137931034483; 0,053269677
9; 0,061467774; 0,061467774; 14,517241379310345; 0,028918805
61312; 0,010319714; 0,010319714; 26,74137931034483; 0,053269677
10; 0,061467774; 0,06056378; 13,810344827586206; 0,027510647
11; 0,06056378; 0,06056378; 13,706896551724139; 0,027304577
61313; 0,010319714; 0,010319714; 25,75862068965517; 0,051311992
12; 0,06056378; 0,05984208; 13,10344827586207; 0,026102489
13; 0,05984208; 0,042086236; 14,258620689655173; 0,028403627
61314; 0,010319714; 0,010319714; 25,137931034482758; 0,05007556
14; 0,034680095; 0,034072354; 18,0; 0,03585658
61315; 0,010319714; 0,010319714; 26,982758620689655; 0,05375051
15; 0,034072354; 0,034072354; 15,293103448275861; 0,030464353
16; 0,034072354; 0,034072354; 16,43103448275862; 0,032731146
61316; 0,010319714; 0,010319714; 26,03448275862069; 0,05186152
17; 0,034072354; 0,033903718; 19,086206896551722; 0,038020328
18; 0,033903718; 0,033903718; 18,517241379310345; 0,03688693
61317; 0,010319714; 0,010319714; 26,32758620689655; 0,052445382
19; 0,033903718; 0,030049065; 18,948275862068964; 0,03774556
61318; 0,010319714; 0,010319714; 26,03448275862069; 0,051861513
20; 0,030049065; 0,030049065; 20,70689655172414; 0,0412488
61319; 0,010319714; 0,010319714; 25,879310344827587; 0,051552407
21; 0,030049065; 0,030049065; 18,517241379310345; 0,03688694
22; 0,030049065; 0,030049065; 19,086206896551722; 0,03802033
61320; 0,010319714; 0,010319714; 26,155172413793103; 0,052101936
