Iteration; Fitness nach Rekombination; Fitness nach Mutation; Anzahl aktiver Knoten; Anteil aktiver Knoten
1; 0,061790217; 0,043919444; 16,844827586206897; 0,033555437
2; 0,043919444; 0,043919444; 20,948275862068964; 0,041729625
3; 0,043919444; 0,042093754; 13,568965517241379; 0,02702981
4; 0,042093754; 0,042093754; 12,39655172413793; 0,024694324
5; 0,042093754; 0,042093754; 12,568965517241379; 0,025037782
6; 0,042093754; 0,042093754; 11,706896551724139; 0,023320511
7; 0,042093754; 0,042093754; 11,672413793103448; 0,023251813
8; 0,042093754; 0,04169742; 11,844827586206897; 0,023595268
9; 0,04169742; 0,04169742; 11,172413793103448; 0,022255803
10; 0,04169742; 0,041129004; 11,931034482758621; 0,023766996
11; 0,041129004; 0,041129004; 11,758620689655173; 0,02342354
12; 0,041129004; 0,041129004; 12,017241379310345; 0,02393872
13; 0,041129004; 0,041129004; 12,362068965517242; 0,024625625
14; 0,041129004; 0,040388875; 13,46551724137931; 0,026823726
15; 0,040388875; 0,040388875; 11,810344827586206; 0,023526574
16; 0,040388875; 0,040388875; 12,224137931034482; 0,024350869
17; 0,040388875; 0,040388875; 12,017241379310345; 0,023938721
18; 0,040388875; 0,040388875; 12,620689655172415; 0,025140809
19; 0,040388875; 0,040388875; 11,620689655172415; 0,023148779
20; 0,040388875; 0,033283617; 11,879310344827585; 0,023663964
21; 0,033283617; 0,033283617; 11,913793103448276; 0,023732657
22; 0,033283617; 0,033283617; 11,931034482758621; 0,023767
23; 0,033283617; 0,033283617; 12,810344827586206; 0,025518617
24; 0,033283617; 0,033283617; 12,862068965517242; 0,025621654
25; 0,033283617; 0,033283617; 12,948275862068966; 0,025793381
26; 0,033283617; 0,033283617; 13,379310344827585; 0,026652018
27; 0,033283617; 0,033283617; 13,051724137931034; 0,025999453
28; 0,033283617; 0,033283617; 12,89655172413793; 0,025690345
29; 0,033283617; 0,033283617; 12,672413793103448; 0,02524385
30; 0,033283617; 0,033283617; 13,620689655172415; 0,027132852
31; 0,033283617; 0,02750733; 14,620689655172415; 0,029124882
32; 0,02750733; 0,02750733; 12,60344827586207; 0,025106477
33; 0,02750733; 0,02750733; 12,741379310344827; 0,025381235
34; 0,02750733; 0,02750733; 13,60344827586207; 0,027098505
35; 0,02750733; 0,02750733; 12,862068965517242; 0,025621654
36; 0,02750733; 0,02750733; 12,620689655172415; 0,02514082
37; 0,02750733; 0,02750733; 12,689655172413794; 0,025278203
38; 0,02750733; 0,02750733; 12,931034482758621; 0,025759038
39; 0,02750733; 0,02750733; 13,068965517241379; 0,0260338
40; 0,02750733; 0,02750733; 13,120689655172415; 0,026136834
41; 0,02750733; 0,02750733; 13,568965517241379; 0,027029816
42; 0,02750733; 0,02750733; 12,844827586206897; 0,025587307
43; 0,02750733; 0,02750733; 12,879310344827585; 0,025656002
44; 0,02750733; 0,02750733; 12,482758620689655; 0,02486606
45; 0,02750733; 0,02750733; 12,844827586206897; 0,02558731
46; 0,02750733; 0,02750733; 12,793103448275861; 0,025484271
47; 0,02750733; 0,02750733; 12,620689655172415; 0,025140816
48; 0,02750733; 0,02750733; 13,362068965517242; 0,026617665
49; 0,02750733; 0,02750733; 13,017241379310345; 0,025930764
50; 0,02750733; 0,02750733; 13,482758620689655; 0,02685809
51; 0,02750733; 0,02750733; 13,5; 0,026892431
52; 0,02750733; 0,02750733; 13,344827586206897; 0,026583329
53; 0,02750733; 0,02750733; 12,862068965517242; 0,025621653
54; 0,02750733; 0,02750733; 12,637931034482758; 0,025175165
55; 0,02750733; 0,02750733; 13,137931034482758; 0,026171183
56; 0,02750733; 0,02750733; 13,293103448275861; 0,026480293
57; 0,02750733; 0,02750733; 12,862068965517242; 0,025621653
58; 0,02750733; 0,02750733; 13,293103448275861; 0,026480291
59; 0,02750733; 0,02750733; 13,206896551724139; 0,02630856
60; 0,02750733; 0,02750733; 13,241379310344827; 0,026377253
61; 0,02750733; 0,02750733; 12,982758620689655; 0,025862075
62; 0,02750733; 0,02750733; 12,482758620689655; 0,024866061
63; 0,02750733; 0,02750733; 13,5; 0,026892435
64; 0,02750733; 0,02750733; 13,293103448275861; 0,026480293
65; 0,02750733; 0,02750733; 12,96551724137931; 0,025827728
66; 0,02750733; 0,02750733; 13,189655172413794; 0,026274217
67; 0,02750733; 0,02750733; 12,948275862068966; 0,025793381
68; 0,02750733; 0,02750733; 12,724137931034482; 0,025346894
69; 0,02750733; 0,02750733; 12,879310344827585; 0,025656
70; 0,02750733; 0,02750733; 12,482758620689655; 0,024866056
71; 0,02750733; 0,02750733; 13,224137931034482; 0,026342908
72; 0,02750733; 0,02750733; 13,051724137931034; 0,025999451
73; 0,02750733; 0,02750733; 12,689655172413794; 0,0252782
74; 0,02750733; 0,02750733; 13,344827586206897; 0,026583325
75; 0,02750733; 0,02750733; 12,982758620689655; 0,02586207
76; 0,02750733; 0,02750733; 12,775862068965518; 0,025449928
77; 0,02750733; 0,02750733; 13,068965517241379; 0,026033798
78; 0,02750733; 0,02750733; 12,724137931034482; 0,025346894
79; 0,02750733; 0,02750733; 13,413793103448276; 0,026720708
80; 0,02750733; 0,02750733; 12,89655172413793; 0,025690345
81; 0,02750733; 0,02750733; 12,775862068965518; 0,025449928
82; 0,02750733; 0,02750733; 13,310344827586206; 0,026514633
83; 0,02750733; 0,02750733; 13,741379310344827; 0,02737327
84; 0,02750733; 0,02750733; 13,10344827586207; 0,02610249
85; 0,02750733; 0,02750733; 13,051724137931034; 0,025999453
86; 0,02750733; 0,02750733; 13,155172413793103; 0,026205525
87; 0,02750733; 0,02750733; 12,741379310344827; 0,025381234
88; 0,02750733; 0,02750733; 13,051724137931034; 0,025999451
89; 0,02750733; 0,02750733; 13,327586206896552; 0,026548982
90; 0,02750733; 0,02750733; 13,051724137931034; 0,025999451
91; 0,02750733; 0,02750733; 12,948275862068966; 0,025793385
92; 0,02750733; 0,02750733; 12,741379310344827; 0,025381235
93; 0,02750733; 0,02750733; 13,172413793103448; 0,026239872
94; 0,02750733; 0,02750733; 13,327586206896552; 0,02654898
95; 0,02750733; 0,02750733; 13,10344827586207; 0,02610249
96; 0,02750733; 0,02750733; 13,362068965517242; 0,02661767
97; 0,02750733; 0,02750733; 12,775862068965518; 0,02544993
98; 0,02750733; 0,02750733; 13,172413793103448; 0,02623987
99; 0,02750733; 0,02750733; 13,137931034482758; 0,026171183
100; 0,02750733; 0,02750733; 12,827586206896552; 0,025552966
101; 0,02750733; 0,02750733; 13,241379310344827; 0,026377255
102; 0,02750733; 0,02750733; 13,068965517241379; 0,0260338
103; 0,02750733; 0,02750733; 13,344827586206897; 0,026583325
104; 0,02750733; 0,02750733; 13,448275862068966; 0,026789399
105; 0,02750733; 0,02750733; 12,775862068965518; 0,025449932
106; 0,02750733; 0,02750733; 13,517241379310345; 0,026926782
107; 0,02750733; 0,02750733; 12,89655172413793; 0,025690345
108; 0,02750733; 0,02750733; 12,586206896551724; 0,025072133
109; 0,02750733; 0,02750733; 12,5; 0,024900403
110; 0,02750733; 0,02750733; 13,10344827586207; 0,02610249
111; 0,02750733; 0,02750733; 12,53448275862069; 0,024969095
112; 0,02750733; 0,02750733; 12,89655172413793; 0,025690349
113; 0,02750733; 0,02750733; 12,672413793103448; 0,025243856
114; 0,02750733; 0,02750733; 13,827586206896552; 0,027544996
115; 0,02750733; 0,02750733; 13,310344827586206; 0,026514634
